書誌ID	タイトル	副題	巻号	責任表示	出版者	出版年	ISBN	判型	ページ数	ジャンル1	ジャンル2	ジャンル3	ジャンル4	責任表示ID
BK_96003983	心に残るとっておきの話		第3集	潮文社編集部|編	潮文社	1995	4806312851	20cm	281	0 総記	049	0095		00307611
BK_96004001	森有正の日記			佐古純一郎|著	朝文社	1995	4886951228	20cm	250	1 哲学	121	0010		00066524
BK_96004076	日本残酷物語		5		平凡社	1995	4582761127	16cm	552	2 歴史	210	0321		
BK_96004135	家紋でたどるあなたの家系			千鹿野茂|編	続群書類従完成会	1995	4797102322	21cm	691	2 歴史	288	3021		00218358
BK_96004427	家庭防災思考	あなたと家族を守る		田村修|著	東京経済	1995	4806402036	21cm	170	3 社会科学	369	0036		00173987
BK_96004613	知らないと損をする住宅地盤			ジオテック株式会社住宅地盤相談室|編	麻布出版	1995	4931040470	19cm	219	5 技術・工学	511	0052		00394406
BK_96004623	環境とエネルギー	21世紀への対策		安藤淳平|著	東京化学同人	1995	4807912658	19cm	185	5 技術・工学	519	0340		00001982
BK_96004785	円相の芸術工学			杉浦康平|編	工作舎	1995	4875022506	21cm	294	7 芸術・美術	704	1040		00074619
BK_96004888	オキナワン・ミュージック・ガイド・フォー・ビギナーズ			磯田健一郎，黒川修司|編	東亜音楽社	1995	4811002024	21cm	203	7 芸術・美術	767	0073		00213058;00170395
BK_96005085	掟	チャイナタウン・ブルース		立原とうや|著	集英社	1995	4086131889	15cm	283	9 文学	913	0193		00222929
BK_96005111	紅蓮の御霊姫	闇に歌えば8		瀬川貴次|著	集英社	1995	4086131919	15cm	217	9 文学	913	0193		00210560
BK_96005680	世界の思想史		下	ハンス・J.シュテーリヒ|著;草薙正夫|他訳	白水社	1995	4560019827	21cm	307	1 哲学	102	1010		00457853;00038673
BK_96005813	庭の綺想学	近代西欧とピクチャレスク美学		高山宏|著	ありな書房	1995	4756695388	22cm	315	2 歴史	230	0070		00079308
BK_96005842	血の伯爵夫人	エリザベート・バートリ		桐生操|著	新書館	1995	4403280013	19cm	203	2 歴史	289	0023		00129695
BK_96006025	｢部落史｣の終わり			畑中敏之|著	かもがわ出版	1995	4876991774	19cm	230	3 社会科学	361	0036		00200821
BK_96006153	祭礼行事	都道府県別	長野県	高橋秀雄，下平宗男|編	おうふう	1995	427302490X	27cm	143	3 社会科学	386	0339		00077613;00395363
BK_96006179	月からのシグナル			根本順吉|著	筑摩書房	1995	4480041915	19cm	201	4 自然科学	446	8344		00054355
BK_96006296	プラスチックの海	おびやかされる海の生きものたち		佐尾和子|ほか編	海洋工学研究所出版部	1995	4906549004	19cm	302	5 技術・工学	519	0036		00395402
BK_96006804	恋人までの距離			唯川恵|著	ソニー・マガジンズ	1995	4789710106	20cm	187	9 文学	913	0097		00148376
BK_96006847	バールのようなもの			清水義範|著	文芸春秋	1995	4163158006	20cm	283	9 文学	913	0093		00071830
BK_96007593	日本の力量	秘めた力を発揮する決断のとき		竹村健一|著	太陽企画出版	1995	4884662571	20cm	222	3 社会科学	304	0031		00079914
BK_96007629	江戸町方の制度			石井良助|編	新人物往来社	1995	4404022239	22cm	534	3 社会科学	322	0021		00020969
BK_96007654	20世紀資本主義		2		東京大学出版会	1995	4130401483	22cm	281	3 社会科学	332	3033		
BK_96008351	ジーコの｢勝利の法則｣			ジーコ|著	小学館	1995	4093795916	20cm	209	7 芸術・美術	783	0095		00464738
BK_96008374	名探偵登場		日本篇	新保博久|著	筑摩書房	1995	4480056432	18cm	238	9 文学	902	0295		00118002
BK_96008430	江戸職人綺譚			佐江衆一|著	新潮社	1995	410309009X	20cm	268	9 文学	913	0093		00064538
BK_96009196	古代史の窓			森浩一|著	新潮社	1995	4104076015	20cm	214	2 歴史	210	0021		00046713
BK_96009465	特別養護老人ホームの夜	介護経験のない著者が、一年半の夜勤専門寮母として見た、ひとりひとりの人生のゆくえ。		石川奈津子|著	築地書館	1995	4806745316	19cm	242	3 社会科学	369	0036		00396864
BK_96009622	ライオンの飼い方			非日常研究会|著	同文書院	1995	4810372480	21cm	223	4 自然科学	460	0076		00342262
BK_96009796	海と船のいろいろ			大阪商船三井船舶(株)広報室・営業調査室|共編	成山堂書店	1995	4425910516	19cm	230	5 技術・工学	556	0056		00297237
BK_96009839	コーヒー	おいしさの決めて		伊藤博|著	保育社	1994	4586508663	15cm	155	5 技術・工学	596	0177		00022684
BK_96009993	写真から/写真へ			森山大道|著	青弓社	1995	4787270559	20cm	278	7 芸術・美術	740	0372		00047799
BK_96010040	松本			松本人志|著	朝日新聞社	1995	4022568984	19cm	150	7 芸術・美術	779	0076		00366477
BK_96010324	我が愛しのファウスト			赤川次郎|著	講談社	1995	4062075008	19cm	534	9 文学	913	0093		00000873
BK_96010339	けったいなけったいな人たち	続けったいな人たち		藤本義一|著	双葉社	1995	4575285013	20cm	257	9 文学	914	0095		00015728
BK_96010363	小蓮の恋人	新日本人としての残留孤児二世		井田真木子|著	文芸春秋	1995	416755402X	16cm	382	9 文学	916	0195		00198510
BK_96010392	女刑事の死			ロス・トーマス|著;藤本和子|訳	The Mysterious Press	1995	4151000917	16cm	479	9 文学	933	0197		00458637;00015748
BK_96010442	きょうりゅうが図書館にやってきた			A.フォーサイス|作;熊谷鉱司|訳;むかいながまさ|画	金の星社	1995	4323019718	18cm	114	分類なし		8297		00439869;00147118;00119724
BK_96010445	こども世界の民話		下	内田莉莎子|ほか著	実業之日本社	1995	4408361615	22cm	238	分類なし		8088		00089384
BK_96010924	実録｢総裁｣橋本竜太郎	｢元気国家｣日本は実現するか		小林吉弥|著	徳間書店	1995	4198603650	20cm	251	2 歴史	289	0031		00102497
BK_96011933	この愛にできること			若林真紀|著	講談社	1995	4061994239	15cm	200	9 文学	913	0193		00182657
BK_96011973	星を堕すもの	ハイスクール・オーラバスター	後編	若木未生|著	集英社	1995	4086141159	15cm	268	9 文学	913	0193		00195523
BK_96012463	勝ち運をよぶ心の力	中村天風の経営哲学		清水栄一|著	PHP研究所	1995	4569549489	20cm	251	1 哲学	159	0012		00071451
BK_96012769	アジアに学ぶ福祉			小林明子|著	学苑社	1995	4761495030	19cm	227	3 社会科学	369	3036		00398405
BK_96012958	発泡スチロール再生利用マニュアル	卸売市場環境対策事業報告書		食品流通構造改善促進機構，エヌ・エス・環境科学コンサルタント株式会社|編	ぎょうせい	1995	4324046875	26cm	93	5 技術・工学	518	3062		00320299;00398464
BK_96013107	画材と素材の引き出し博物館			目黒区美術館|編	中央公論美術出版	1995	4805502983	23cm	111	7 芸術・美術	724	1071		00290829
BK_96013220	海釣りルアーフィッシング入門	Go fishing		野地文雄|著	池田書店	1995	4262162559	21cm	239	7 芸術・美術	787	0075		00398510
BK_96013222	フライフィッシング讃歌			ハウエル・レインズ|著;倉本護|訳	晶文社	1995	479496224X	22cm	312	7 芸術・美術	787	0098		00515692;00111951
BK_96013423	算盤が恋を語る話			江戸川乱歩|著	東京創元社	1995	4488401112	15cm	249	9 文学	913	0193		00005076
BK_96013429	寵児		中	白石文郎|著	海越出版社	1995	4876972036	20cm	352	9 文学	913	0093		00398568
BK_96013432	月がくれた愛人	女神の時代を求めて		水上洋子|著	幻冬舎	1995	4877280448	20cm	305	9 文学	913	0093		00121959
BK_96013460	炎立つ		4	高橋克彦|著	講談社	1995	4061859277	15cm	451	9 文学	913	0193		00077724
BK_96014108	こころの生態学	臨床人間科学のすすめ		森岡正芳|著	朱鷺書房	1995	4886025099	19cm	283	1 哲学	146	0011		00399023
BK_96014353	グロテスクな日本語			福田和也|著	洋泉社	1995	4896911873	19cm	314	3 社会科学	304	0095		00202461
BK_96014364	アフガン帰還兵の証言	封印された真実		スヴェトラーナ・アレクシエーヴィッチ|著;三浦みどり|訳	日本経済新聞社	1995	4532161754	20cm	251	3 社会科学	312	0031		00511756;00181398
BK_96014406	日本経済today			日本経済新聞社|編	日本経済新聞社	1995	4532144205	20cm	245	3 社会科学	332	3033		00257887
BK_96014483	職場における自立とプライヴァシー			道幸哲也|著	日本評論社	1995	4535510377	20cm	275	3 社会科学	366	3032		00174589
BK_96014651	遺伝子治療革命	DNAと闘った科学者たちの軌跡		ラリー・トンプソン|著;清水信義|監訳	日本テレビ放送網	1995	482039536X	22cm	557	4 自然科学	491	0047		00516576;00158304
BK_96014911	天国と地獄			ジークフリート・クラカウアー|著;平井正|訳	筑摩書房	1995	4480082271	15cm	590	7 芸術・美術	762	0122		00446240;00010734
BK_96015022	日本語キーワード英語表現辞典	日本語の発想で引けて英語表現が豊かになる辞典	名詞編	三省堂編修所|編	三省堂	1995	4385110107	19cm	727	8 言語	834	0582		00256867
BK_96015098	彩雲の峰			高樹のぶ子|著	新潮社	1995	4101024170	15cm	233	9 文学	913	0193		00138228
BK_96015123	恋			小池真理子|著	早川書房	1995	4152079630	20cm	355	9 文学	913	0093		00102609
BK_96015158	美の神たちの叛乱			連城三紀彦|著	新潮社	1995	410140514X	15cm	530	9 文学	913	0193		00105995
BK_96015184	忘れられた帝国			島田雅彦|著	毎日新聞社	1995	4620105376	20cm	319	9 文学	913	0093		00138110
BK_96015191	彼女は恋を我慢できない	せつない恋の咲かせ方		唯川恵|著	集英社	1995	4087483959	16cm	209	9 文学	914	0195		00148376
BK_96015326	よくわかる将棋入門	ラクラク覚えて、メキメキ強くなる！！		神吉宏充|著	日本文芸社	1995	4537017805	19cm	190	分類なし		0076		00399329
BK_96015570	出版界・表通り裏通り			桜井秀勲|著	リブリオ出版	1995	4897844460	20cm	240	0 総記	023	0095		00165666
BK_96015657	禅語入門	宇宙を体現する絶対の法		楢崎一光|著	光文社	1995	4334013058	18cm	220	1 哲学	188	0215		00130062
BK_96015671	岩波講座日本通史		別巻　1	朝尾直弘|ほか編	岩波書店	1995	4000105728	22cm	362	2 歴史	210	0321		
BK_96015787	NYアートストリート18番地			牧かほり|文・絵	アリアドネ企画	1995	4384022638	21cm	139	3 社会科学	302	0095		00399835
BK_96015814	アジアのなかの日本と中国	友好と摩擦の現代史		増田弘，波多野澄雄|編	山川出版社	1995	4634610302	21cm	339	3 社会科学	319	3021		00040507;00156658
BK_96015838	法の涙	検事調書の余白2		佐藤道夫|著	朝日新聞社	1995	4022569050	20cm	292	3 社会科学	327	0032		00068304
BK_96015913	自分をどう表現するか	パフォーマンス学入門		佐藤綾子|著	講談社	1995	4061492756	18cm	241	3 社会科学	361	0211		00117827
BK_96015992	食の昭和文化史			田中宣一，松崎憲三|編著	おうふう	1995	4273028603	21cm	237	3 社会科学	383	0039		00182457;00153380
BK_96016122	変えてみませんかまちづくり			日本弁護士連合会公害対策・環境保全委員会|編	実教出版	1995	4407029609	20cm	275	5 技術・工学	518	1030		00261487
BK_96016139	高断熱・高気密の家づくり	快適な暮らしをあなたに		兼坂亮一|著	けやき出版	1995	4905942780	28cm	173	5 技術・工学	527	2052		00185729
BK_96016416	人生さだかやない			赤井英和|著	朝日新聞社	1995	4022569085	19cm	210	7 芸術・美術	778	0036		00169529
BK_96016447	低山を歩く			横山厚夫|著	山と渓谷社	1995	463504176X	21cm	149	7 芸術・美術	786	0375		00096265
BK_96016452	山のトラブル対処法			北田紘一|著	山と渓谷社	1995	4635041867	21cm	239	7 芸術・美術	786	0375		00361522
BK_96016519	｢たけくらべ｣アルバム			樋口一葉|著;木村荘八|絵巻	芳賀書店	1995	4826109024	26cm	166	9 文学	910	0095		00010313;00031141
BK_96016659	法月綸太郎の冒険			法月綸太郎|著	講談社	1995	4062631083	15cm	452	9 文学	913	0193		00181735
BK_96016673	浮沈に賭ける		下	山田智彦|著	読売新聞社	1995	4643950889	20cm	373	9 文学	913	0093		00092282
BK_96016752	ドラゴン・ノワール作戦			リチャード・ハーマン・ジュニア|著;伏見威蕃，阿尾正子|訳	ベネッセコーポレーション	1995	4828857400	15cm	722	9 文学	933	0197		00468267;00148751;00400045
BK_96016762	国際感覚ってなんだろう			渡部淳|著	岩波書店	1995	4005002641	18cm	209	分類なし		0236		00192444
BK_96016784	松谷みよ子の本		第3巻	松谷みよ子|著	講談社	1995	4062512033	21cm	797	分類なし		8393		00042652
BK_96017322	世界不思議百科		総集編	コリン・ウィルソン，ダモン・ウィルソン|著;関口篤|訳	青土社	1995	4791754123	20cm	518	1 哲学	147	0000		00461106;00477324;00069568
BK_96017360	吉崎御坊の歴史			朝倉喜祐|著	国書刊行会	1995	4336037744	21cm	378	1 哲学	188	0021		00253841
BK_96017583	左右学への招待	自然・生命・文化		西山賢一|著	風濤社	1995	489219140X	19cm	225	3 社会科学	361	0031		00153615
BK_96017693	未来への記憶	こくはくー敗戦50年・明治学院の自己検証		明治学院敗戦50周年事業委員会|編	ヨルダン社	1995	4842801921	21cm	143	3 社会科学	377			00290896
BK_96017890	わかりやすい浄水・整水・活水の基礎知識			久保田昌治，野原一子|共著	オーム社	1995	4274023036	21cm	175	5 技術・工学	519	3040		00328101;00364068
BK_96018272	中野重治論	思想と文学の行方		木村幸雄|著	おうふう	1995	4273028786	19cm	288	9 文学	910	0095		00102269
BK_96018343	婚約時代・18歳			小川夏野|著	講談社	1995	4061994328	15cm	235	9 文学	913	0193		00353241
BK_96018415	母型論			吉本隆明|著	学習研究社	1995	4054005241	20cm	267	9 文学	914	0095		00097630
BK_96018420	アメリカへ行った僚子			加藤恭子|著	中央公論社	1995	4122024196	16cm	321	9 文学	916	1195		00027835
BK_96018445	カインの娘たち			コリン・デクスター|著;大庭忠男|訳	早川書房	1995	4150016275	19cm	339	9 文学	933	0297		00437810;00057140
BK_96018482	ギンヤンマ飛ぶ空			北村けんじ|作;石倉欣二|絵	小峰書店	1995	4338107073	22cm	324	分類なし		8393		00119501
BK_96018488	楽しい読書感想文の書き方		4年	日本作文の会|編	学校図書	1994	4762519308	22cm	175	分類なし		8093		00294500
BK_96018965	二度目の大往生			永六輔|著	岩波書店	1995	4004304105	18cm	200	1 哲学	159	0236		00005232
BK_96018968	元型と象徴の事典			アーキタイプ・シンボル研究文庫，ベヴァリー・ムーン|編;橋本槙矩|ほか訳	青土社	1995	479175400X	23cm	814	1 哲学	161	1010		00515097;00008349;00401347
BK_96019023	荒神谷遺跡と青銅器	科学が解き明かす荒神谷の謎		島根県古代文化センター|編	同朋舎出版	1995	4810422453	20cm	252	2 歴史	210	0021		00401358
BK_96019329	現代医療への提言	内科医六十年		日野原重明，植村研一|著	岩波書店	1995	4000006371	19cm	210	4 自然科学	498	0095		00010546;00088086
BK_96019436	合わない靴はからだに悪い	足型別あなたにぴったりの靴選び		日本靴総合研究会|著	講談社	1995	4062077272	19cm	223	5 技術・工学	589	5077		00294201
BK_96019683	第三帝国と音楽			明石政紀|著	水声社	1995	4891763213	20cm	213	7 芸術・美術	762	0073		00342298
BK_96019811	イエス・キリストの謎			斎藤栄|著	光文社	1995	433472146X	16cm	336	9 文学	913	0193		00065221
BK_96019836	攻殻機動隊	灼熱の都市		遠藤明範|作;士郎正宗|原作	講談社	1995	4063243095	19cm	244	9 文学	913	0979		00166518;00147840
BK_96019849	失恋地帯			山村美紗|著	光文社	1995	4334721370	16cm	280	9 文学	913	0193		00093784
BK_96019853	白樺湖殺人事件	L特急｢あずさ13号｣空白の接点		津村秀介|著	光文社	1995	4334721443	16cm	320	9 文学	913	0193		00086510
BK_96019876	毒煙都市			清水一行|著	青樹社	1995	4791308921	18cm	252	9 文学	913	0293		00128768
BK_96019882	日本海雷撃戦	コリア・クライシス	下	鳴海章|著	講談社	1995	4062631059	15cm	263	9 文学	913	0193		00212480
BK_96020010	アルブキウス			パスカル・キニャール|著;高橋啓|訳	青土社	1995	4791754085	20cm	285	9 文学	953	0097		00473422;00176820
BK_96020044	ピーター・パン			ジェイムズ・M.バリ|著;佐伯泰樹|訳	中央公論社	1995	412002492X	20cm	305	分類なし		0097		00432399;00137963
BK_96020537	西欧中世史		中		ミネルヴァ書房	1995	4623025217	22cm	292	2 歴史	230	3322		
BK_96020624	日本人の敵は｢日本人｣だ			石堂淑朗|著	講談社	1995	4062079240	20cm	245	3 社会科学	304	0095		00175041
BK_96020753	岩波講座現代社会学		第11巻	井上俊|ほか編	岩波書店	1995	4000107011	22cm	243	3 社会科学	361	0336		
BK_96020799	ルポ・有料老人ホーム			大熊一夫|著	朝日新聞社	1995	4022569077	19cm	223	3 社会科学	369	0036		00060797
BK_96020877	子どもって、どうして…			斎藤次郎|著	風媒社	1995	4833109484	19cm	226	3 社会科学	379	0037		00065507
BK_96021080	ステップ式オートバイのユーザー車検	誰でも簡単にとれる　総額3.5万円でOK　新車検制度対応！		広田民郎|著	山海堂	1995	4381077105	21cm	126	5 技術・工学	537	2053		00256222
BK_96021145	時代を拓いたファッションデザイナー			堀江瑠璃子|著	未来社	1995	462471072X	22cm	201	5 技術・工学	593	0070		00115668
BK_96021542	ドイツ人が日本人によく聞く100の質問	君はドイツ語で日本について話せるか？		柴田昌治|ほか著	三修社	1995	4384015097	19cm	207	8 言語	847	2084		00126597
BK_96021629	上高地・芦ノ湖殺人事件			津村秀介|著	光文社	1995	4334071619	18cm	246	9 文学	913	0293		00086510
BK_96021683	笑い絵			出久根達郎|著	文芸春秋	1995	4163159509	20cm	477	9 文学	913	0093		00152625
BK_96021750	遺産		上	シドニィ・シェルダン|著;木下望|訳	徳間書店	1995	4198603820	20cm	301	9 文学	933	0097		00456325;00402161
BK_96021751	遺産		下	シドニィ・シェルダン|著;木下望|訳	徳間書店	1995	4198603839	20cm	299	9 文学	933	0097		00456325;00402161
BK_96021762	ペンタメローネ	五日物語		ジャンバッティスタ・バジーレ|原作;杉山洋子，三宅忠明|訳	大修館書店	1995	4469243698	23cm	465	9 文学	973	3097		00462885;00107168;00044920
BK_96021783	レ・ミゼラブル		上	ヴィクトル・ユゴー|作;清水正和|編・訳;G.ブリヨン|ほか画	福音館書店	1996	4834013529	21cm	628	分類なし		8097		00443985;00071600
BK_96022370	北アルプス開拓誌	近代登山の基礎を築いた、山の先駆者たち		中村周一郎|著	郷土出版社	1995	4876632898	19cm	275	2 歴史	291	0092		00117181
BK_96022617	サンタクロースの秘密			稲垣美晴|著	講談社	1995	4062630931	15cm	263	3 社会科学	386	0195		00121115
BK_96022693	毒薬の誕生			山崎幹夫|著	角川書店	1995	4047032670	19cm	267	4 自然科学	499	0347		00094725
BK_96023037	尾崎豊愛すべきものすべてに			鬼頭明嗣|著	竹書房	1995	4884759990	20cm	221	7 芸術・美術	767	0095		00311513
BK_96023231	怪獣男爵			横溝正史|著	角川書店	1995	4044168016	15cm	228	9 文学	913	0193		00096097
BK_96023289	僕らに愛を！			西荻弓絵|脚本;田村章|ノベライズ	フジテレビ出版	1995	4594017665	19cm	255	9 文学	913	0093		00368903;00219510
BK_96023395	ブレッシング			ダニエル・スティール|著;田辺亜木|訳	扶桑社	1995	4594017495	16cm	476	9 文学	933	0197		00457516;00195226
BK_96023399	私は別人		上巻	シドニィ・シェルダン|作;天馬竜行，紀泰隆|訳	アカデミー出版	1995	4900430285	18cm	323	9 文学	933	0297		00456325;00169019;00206142
BK_96023408	爆笑！！ひっかけ心理ゲーム			マイバースデイ編集部|編	実業之日本社	1995	4408391182	19cm	147	分類なし		8076		00257940
BK_96024060	女と男の時空	日本女性史再考	4		藤原書店	1995	4894340267	22cm	574	3 社会科学	367	0321		
BK_96024138	パリ職業づくし	中世から近代までの庶民生活誌		F.クライン=ルブール|著;北沢真木|訳	論創社	1995	4846001660	20cm	251	3 社会科学	382	0022		00514330;00403611
BK_96024162	ケルト・ファンタジィ	英雄の恋		井村君江|文;天野喜孝|画	ANZ堂	1995	4816412395	22cm	181	3 社会科学	388	0098		00018906;00144528
BK_96024599	モーツァルト16の扉			田辺秀樹|著	小学館	1995	4093860025	20cm	270	7 芸術・美術	762	0095		00141600
BK_96024717	ことわざの読本			小学館|編	小学館	1995	4094600760	16cm	316	8 言語	814	0381		00259664
BK_96024815	家族狩り			天童荒太|著	新潮社	1995	4106027429	20cm	562	9 文学	913	0393		00339208
BK_96024835	窒息地帯			本岡類|著	新潮社	1995	4104083011	20cm	253	9 文学	913	0093		00135664
BK_96024959	ダーウィン先生地球航海記		第4巻	チャールズ・ダーウィン|著;荒俣宏|訳	平凡社	1996	4582541348	22cm	257	分類なし		0340		00437248;00003051
BK_96025752	東京低地の古代	考古学からみた旧葛飾郡とその周辺　葛飾区郷土と天文の博物館公開講座		熊野正也|編	崙書房出版	1994	4845510111	18cm	278	2 歴史	213	0021		00221064
BK_96025855	経済のしくみ	入門の入門　見る読むわかる		大和総研|著	日本実業出版社	1995	4534024126	21cm	177	3 社会科学	330	0033		00257997
BK_96025898	会社書式の作成全集	契約書・内容証明・社内諸規程から議事録まで　ビジネス法務の重要書式モデル全190			自由国民社	1996	4426223059	21cm	442	3 社会科学	336	2332		
BK_96026292	｢あまから｣抄		3	高田宏|編	富山房	1996	4572001529	18cm	262	5 技術・工学	596	0295		00107444
BK_96026686	ヴィーナス・シティ			柾悟郎|著	早川書房	1995	4150305366	16cm	364	9 文学	913	0193		00181284
BK_96026695	暗闇商人		下	深田祐介|著	文芸春秋	1995	4167219190	16cm	488	9 文学	913	0193		00013526
BK_96026742	悪と異端者			筒井康隆|著	中央公論社	1995	412002489X	20cm	246	9 文学	914	0095		00087104
BK_96026765	渡辺淳一全集		第12巻		角川書店	1996	4045736123	20cm	505	9 文学	918	0393		00091357
BK_96027317	人生正午の鐘が鳴る	｢サラリーマン、されば出家｣のドキュメント		鈴木忠雄|著	徳間書店	1995	4198603952	19cm	286	1 哲学	185	0095		00211726
BK_96027478	ヨーロッパ統合と文化・民族問題	ポスト国民国家時代の可能性を問う		西川長夫，宮島喬|編	人文書院	1995	4409230247	19cm	286	3 社会科学	319	1031		00055008;00315635
BK_96027479	<戦後50年>あらためて不戦でいこう！	1995年・市民の不戦宣言集		｢戦後50年・市民の不戦宣言｣意見広告運動|編	社会評論社	1995	4784505415	19cm	285	3 社会科学	319	0030		00316945;00316945
BK_96027866	ペットは女の妻である			犬丸りん|著	ネスコ	1995	4890369082	19cm	237	6 産業	645	0095		00139369
BK_96028101	私の一本の映画		1	キネマ旬報社|編	キネマ旬報社	1996	4873761522	19cm	207	7 芸術・美術	778	0074		00287432
BK_96028108	もういちど二人で走りたい			浅井えり子|著	徳間書店	1995	419860391X	19cm	221	7 芸術・美術	782	0095		00405060
BK_96028261	纐纈城綺譚			田中芳樹|著	朝日ソノラマ	1995	4257790237	20cm	218	9 文学	913	0097		00130494
BK_96028263	国連航空軍｢ユニコーン｣出撃指令		上	鳴海章|著	中央公論社	1995	4125003823	18cm	218	9 文学	913	0293		00212480
BK_96028332	ボヘミアンガラス・ストリート		第9部	平井和正|著	アスペクト	1995	4893664026	18cm	266	9 文学	913	0293		00010689
BK_96028510	プチ・ニコラ		1	サンペ|絵;ゴシニ|文;曽根元吉，一羽昌子|訳	偕成社	1996	4036520504	19cm	229	分類なし		8397		00456091;00441375;00073553;00022181
BK_96028800	あっこのおきらくジンセイ論			高橋章子|著	ミリオン書房	1995	4943948553	19cm	207	0 総記	049	0095		00107490
BK_96028940	継体王朝の謎	うばわれた王権		宇治市教育委員会|編	河出書房新社	1995	4309222854	20cm	240	2 歴史	210	0021		00266158
BK_96029012	ナガランドを探しに			坂本由美子|著	社会評論社	1995	4784503579	19cm	206	2 歴史	292	0030		00405584
BK_96029347	肝臓病防ぎ方・治し方				家の光協会	1995	4259537954	21cm	175	4 自然科学	493	2377		00405651
BK_96029405	アンナの工場観光			荻野アンナ|著	共同通信社	1995	4764103516	20cm	365	5 技術・工学	509	0095		00204047
BK_96029738	老いの道づれ	二人で歩いた五十年		沢村貞子|著	岩波書店	1995	4000002554	20cm	194	7 芸術・美術	778	0095		00069195
BK_96029755	シングルをめざす人のゴルフクラブの選び方	スコアアップへの最短距離		高橋治|著	ベストセラーズ	1995	4584182280	19cm	207	7 芸術・美術	783	0075		00405744
BK_96029788	文通英語術			ロジャー・パルバース|著	岩波書店	1995	4002602419	16cm	267	8 言語	836	0382		00453442
BK_96029899	最後の伝令			筒井康隆|著	新潮社	1996	4101171351	15cm	273	9 文学	913	0193		00087104
BK_96029919	族譜の果て			梁石日|著	徳間書店	1996	4198904545	16cm	348	9 文学	913	0193		00171717
BK_96029926	調毒師を捜せ	アルバイト探偵		大沢在昌|著	講談社	1996	4062631407	15cm	276	9 文学	913	0193		00117604
BK_96029976	楽園			鈴木光司|著	新潮社	1996	4101438110	15cm	347	9 文学	913	0193		00204683
BK_96029980	若さま黄金絵図			左近隆|著	春陽堂書店	1995	4394156378	16cm	239	9 文学	913	0193		00066531
BK_96030034	新編日本古典文学全集		22		小学館	1996	4096580228	23cm	516	9 文学	918	1393		
BK_96030110	海をおよぐ大シカ			小林しげる|作;福田岩緒|絵	岩崎書店	1996	4265061060	22cm	117	分類なし		8393		00178399
BK_96030551	ぼくはこんな本を読んできた	立花式読書論，読書術，書斎論		立花隆|著	文芸春秋	1995	416351080X	20cm	311	0 総記	019	0095		00083089
BK_96030583	よりよき世界を求めて			カール・R.ポパー|著;小河原誠，蔭山泰之|訳	未来社	1995	4624932307	20cm	394	1 哲学	104	0310		00453131;00113040;00406228
BK_96030675	図説夜の中世史			ジャン・ヴェルドン|著;吉田春美|訳	原書房	1995	4562027487	21cm	301	2 歴史	230	0022		00516746;00189793
BK_96030824	震災復興の法律相談			沢野順彦|著	住宅新報社	1995	4789218465	19cm	254	3 社会科学	324	2030		00113602
BK_96030845	日本的経営を忘れた日本企業へ	9万人のベンチャー企業。ヒューレット・パッカード		校条浩，本荘修二|著	ダイヤモンド社	1995	4478311390	20cm	222	3 社会科学	335	2034		00406302;00406303
BK_96031117	ダムはムダ	水と人の歴史		フレッド・ピアス|著;平沢正夫|訳	共同通信社	1995	4764103559	20cm	413	5 技術・工学	517	0051		00472852;00011164
BK_96031125	城と城下町の旅情	城下町を訪ねるガイドブック		井上宗和|執筆・カメラ	日地出版	1996	4527005790	26cm	176	5 技術・工学	521	0326		00019663
BK_96031436	フェッルッチョ・ブゾーニ	オペラの未来		長木誠司|著	みすず書房	1995	4622044080	22cm	284	7 芸術・美術	766	1073		00337061
BK_96031455	父の失恋娘の結婚	べそっかきの幸福そうな顔		大林宣彦|著	フレーベル館	1995	4577701081	20cm	276	7 芸術・美術	778	0095		00140725
BK_96031667	僕らのロビン・フッド宣言			七海花音|著	小学館	1996	4094206132	15cm	203	9 文学	913	0193		00382932
BK_96031703	ヒロコ生きて愛	原爆乙女の戦後50年　1945・8・6		田坂博子|著	学習研究社	1995	4054005160	20cm	247	9 文学	916	0095		00406546
BK_96031725	キャスパー			リサ・ロジャニー|著;中俣真知子|訳	学習研究社	1995	405400573X	21cm	126	9 文学	933	0097		00473964;00104540
BK_96031782	松谷みよ子の本		第7巻	松谷みよ子|著	講談社	1996	4062512076	21cm	777	分類なし		8393		00042652
BK_96032123	｢超｣勉強法			野口悠紀雄|著	講談社	1995	4062076012	20cm	270	0 総記	002	0037		00056285
BK_96032353	高松宮日記		第3巻	高松宮宣仁|著;細川護貞|ほか編	中央公論社	1995	4124033931	20cm	430	2 歴史	288	0320		00388812;00013236
BK_96032547	世界難民白書		1995	国連難民高等弁務官事務所(UNHCR)|編著;UNHCR駐日事務所|訳・編	読売新聞社	1996	4643951087	25cm	254	3 社会科学	369	0036		00288565
BK_96032751	Dr.アグネスのポジティブ育児			アグネス・チャン|著	立風書房	1995	4651135234	20cm	237	5 技術・工学	599	5077		00000570
BK_96032797	幻の美術館	甦る松方コレクション		石田修大|著	丸善	1995	4621051792	18cm	170	7 芸術・美術	707	0270		00407083
BK_96033012	読め！			浜田雅功|著	光文社	1995	4334900534	18cm	230	7 芸術・美術	779	0095		00407119
BK_96033053	ダービースタリオンⅡ・公式パーフェクトガイド				アスペクト	1995	4893663305	21cm	207	7 芸術・美術	798	0076		
